Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,RLR,pos_adj,xWAR
Tex Frandsen,AAA,NOR,C,100,28,69,54,42,85,54,57,85,49,33,12,18,57,56,33,$61K  61000,Norfolk Owls,6876,0.2641310329213574,0.34561184203062395,0.4853253729958822,467.62988930847496,823.5298027899116,0.58317,109.78570474293569,93.43562003018765,19.3898518941054,-4.754691513802157,-0.08229151828444911,-2.04695867785017,-0.9775675097534672,0.09946558856580413,0.8309372150265062,15.587662976949165,4.236264417643578,3.266809786051773
Tim Valdes,AA,NOR,SS,100,25,82,88,16,6,0,7,2,44,50,70,52,71,61,11,$38K  37500,Norfolk Owls,6876,0.19393015570633923,0.22702809609250824,0.18578817790405366,353.99882111884654,794.735622074455,0.8158449999999999,2.382624942336898,18.338896149101128,-224.13746875344353,-3.2834930190543004,-1.2842507288453,-2.6340498807792594,0.4146522822080553,0.09956053539616296,0.4128162739965619,11.799960703961553,4.088146204086703,-21.585824805748405
Tom Musial,AA,NOR,CF,100,27,81,88,35,11,30,29,43,60,84,85,73,51,55,12,$55K  54500,Norfolk Owls,6876,0.22355458418397617,0.28003309853100744,0.24793310147278852,457.4383459892124,919.6031227167696,0.9150199999999995,35.26459576101528,57.873877707987695,-110.7249566367679,2.9998044341706196,0.8792794963491521,1.0394479688326959,0.0,0.0988422062143265,0.5279662000037959,15.24794486630708,1.5768229127516626,-9.05705964933867
Trayvon Soriano,AAA,NOR,RF,100,22,79,63,42,49,54,89,60,62,28,67,37,68,54,14,$55K  54500,Norfolk Owls,6876,0.2729602461342929,0.33499827710800173,0.4032311003221568,500.95770265348256,931.046663954854,0.8279799999999997,90.2360102159369,93.04959014783302,-0.5675506344508813,-5.151800939610456,1.0497044466993697,0.8160647184113254,0.0,0.1000412359350641,0.7382293774301585,16.698590088449418,-4.789334691125793,0.7061296875679871
Tuck Colangelo,RL,NOR,LF,100,26,87,44,19,70,30,40,7,25,17,51,36,47,46,10,$38K  37500,Norfolk Owls,6876,0.22713565585864812,0.2573582987823569,0.39289471565057754,434.6491097258404,908.8922664932907,0.6640300000000002,58.87929786746876,71.46945326533636,-57.29828511440467,-3.5727883819441058,-1.0136312546555082,-2.7439048268674386,1.1057394192214804,0.09890546412469593,0.6502530144329344,14.488303657528013,-4.675371741220631,-5.422693806551604
Vicente Figureoa,AA,NOR,RF,100,25,83,58,73,20,41,38,65,53,41,61,37,61,52,10,$55K  54500,Norfolk Owls,6876,0.2536921133708859,0.3280693362538312,0.3047906257993316,478.0995853571221,894.6922888979316,0.9251199999999997,64.90848237391815,69.84488806320431,-52.270437903915095,-7.026839322546309,1.5147433833422497,0.7461943882974649,0.0,0.09899133157858632,0.6328599620531628,15.936652845237404,-4.60232658898113,-4.758964213846082
Victor Burns,HiA,NOR,SS,100,21,70,58,16,16,5,17,1,47,66,74,53,76,62,7,$27K  26250,Norfolk Owls,6876,0.20119977098116384,0.2328130583322567,0.23107811627953004,326.5497901123017,692.4542980119586,0.9066200000000002,15.328736758376673,35.75880366427087,-193.2135446036968,-0.6743746012835565,-4.4928848219770705,-0.6478255269591074,0.4146522822080553,0.09939618530159823,0.46389117461178675,10.884993003743391,3.562007705822832,-18.15109613961408
Vince DeHart,ML,NOR,3B,100,34,69,53,58,56,71,65,81,55,81,65,76,69,75,24,$7.2M  7150000,Norfolk Owls,6876,0.2667538050225675,0.3431431579828115,0.42204661788862596,515.163139315322,915.7228236291558,0.9604399999999995,98.11813318222316,91.31246447277033,1.6767955445980538,2.940641270669476,1.6338678966404325,0.8238402156305107,0.0,0.09851367957133807,0.7651897758714374,17.17210464384407,1.5701694506672768,2.437453622420979
Virgil Soria,HiA,NOR,RF,100,21,77,59,14,66,14,19,35,29,17,47,42,54,45,11,$27K  26250,Norfolk Owls,6876,0.2152087468236694,0.26651911558756564,0.3623888673426884,390.9869840648025,808.4206643197685,0.8558599999999995,53.09020338864551,65.15420265052654,-70.54202633054572,-3.1131423616581855,-2.771458879187278,-1.1159910567363718,0.0,0.09935361530341215,0.628907982930254,13.03289946882675,-4.158542511932966,-6.6417210540544875
Vladimir Ramirez,HiA,NOR,1B,100,21,70,94,25,75,40,44,88,4,42,35,33,25,27,20,$27K  26250,Norfolk Owls,6876,0.24774002644211482,0.3320917353390357,0.441377192004096,476.40090723894536,894.8941957168281,0.42674,92.63315973307958,92.1788788878696,-2.0615518237587205,-4.06515099195086,-1.4288840585277895,5.631652085583011,0.6557354975242349,0.09878434373939417,0.7734689273431317,15.88003024129818,-7.6722753405077855,0.7773613817903546
Walter O'Rourke,LoA,NOR,3B,100,22,79,32,22,11,12,22,23,39,46,61,40,64,45,3,$27K  26250,Norfolk Owls,6876,0.2171412327020359,0.2640890083964688,0.23673871513138872,361.0283103827387,734.6354981707409,0.82342,26.156801684228903,29.44165240981228,-172.6417393155794,-3.129383034560623,-2.619572393573403,-3.0416462101355006,0.0,0.09917814419139649,0.5008277235278575,12.034277012757958,1.2596630627070318,-16.68259826594629
Wil Caruso,AAA,NOR,DH,100,30,79,57,38,60,45,51,88,35,20,11,17,68,55,33,$55K  54500,Norfolk Owls,6876,0.2590089166295414,0.3445756147060538,0.4077198933510327,464.4294624933973,848.7710925266147,0.6945399999999998,91.6130887369441,82.55033578137864,-6.826038238185278,-4.5380154010783755,-0.20853877896729886,-2.2218559416820707,0.37729200770481397,0.09970784679870594,0.7522955080570866,15.480982083113243,-10.18758170042233,-0.835799774790242
Wilking Martinez,AAA,NOR,3B,100,26,91,98,20,97,21,21,39,32,52,59,51,70,53,3,$55K  54500,Norfolk Owls,6876,0.21709078880718277,0.26962576542551325,0.45172041504900795,510.02653556503356,1017.5555808153003,0.78634,74.73138602106387,80.85196198869505,-32.77415641966164,-2.855530470697981,-1.6104111875692084,0.3507190860472521,0.0,0.09971852774441249,0.7213461804745211,17.00088451883445,1.744779802495371,-1.6663872173363037
Al Collins,ML,OTT,C,100,27,71,90,83,74,78,64,60,33,55,4,25,66,62,48,$360K  360000,Ottawa Otters,6868,0.2781403176054794,0.34382219099062117,0.48126669616590045,522.612351084128,932.7927212249488,0.6661633333333331,110.8556202008554,95.26968321849078,17.19072860045324,-4.870866969706114,-0.05097643817393825,0.057773433731407656,-0.05993347985523187,0.09936353796336807,0.8250888871565216,17.42041170280427,4.798316467206527,3.486958158096828
Andrew Buller,LoA,OTT,1B,100,23,85,61,36,46,21,21,41,63,65,51,29,50,41,11,$27K  26250,Ottawa Otters,6868,0.22624445806381327,0.28427235496936654,0.34359458149861744,450.5519651249051,869.7758901882917,0.7435233333333335,56.34817101252751,61.90464610490161,-77.32570960638364,-1.1961609278481413,-1.5225461377551688,-0.7076014975446896,-0.162300546103614,0.09936502075987409,0.627866936467984,15.018398837496838,-7.4569263562096335,-7.223398425240495
Andruw Anderson,ML,OTT,SS,100,29,76,90,90,38,76,27,76,70,57,88,83,94,84,13,$5.8M  5800000,Ottawa Otters,6868,0.253069791694257,0.33137529132753274,0.3423526052603971,520.2227546051145,956.5021452475339,0.97229,76.36365491692463,63.35510316395173,-53.69631075910642,-3.2295026449574933,3.8095172593236595,3.663184931060521,0.0,0.09923695614969365,0.6737278965879299,17.34075848683715,4.920278524935873,-3.124642076597097
Audy Conway,AAA,OTT,3B,100,28,76,58,44,25,55,50,52,51,81,12,27,69,77,50,$59K  59000,Ottawa Otters,6868,0.25007203321942734,0.31236695733202136,0.32366723015376053,439.8727209921926,815.8831964917481,0.75779,65.39498064183185,75.10572619508771,-48.350221851075595,1.7372086191296932,-0.3668450409161233,0.06118966949692678,0.4943781136192557,0.0989217220846378,0.6360341874857819,14.662424033073087,1.3989766743685665,-3.073121530071688
Billy Simmons,HiA,OTT,DH,100,24,87,57,19,50,16,23,48,17,0,26,20,28,25,8,$38K  37500,Ottawa Otters,6868,0.22691821518654645,0.2883830545093901,0.3362285999901333,423.2731320504099,870.1184819936752,0.5484699999999999,53.510320412803175,79.95252365744685,-32.67891618695427,-3.124683791522354,-3.4083632220027638,-0.93685921126467,-7.346246173112401,0.09897691170743673,0.6246116544995235,14.10910440168033,-10.443808940253303,-3.3336368684515034
Bob Turner,LoA,OTT,C,100,20,74,60,19,30,32,36,45,29,58,10,23,59,48,42,$27K  26250,Ottawa Otters,6868,0.23302904418182926,0.29193675445877854,0.30898745739733025,387.4019809747115,753.2003487003967,0.67893,51.494203813134426,67.33956354777912,-47.96538518869,-2.203745129485137,-0.48527859720559147,-3.3662723491396163,-2.909954324859017,0.09948439972475644,0.6009242118561088,12.913399365823716,3.87448739043414,-3.7037722585856137
Brett Oberacker,RL,OTT,C,100,22,63,90,22,13,21,3,20,41,32,14,21,66,54,63,$8K  7650,Ottawa Otters,6868,0.20589027179296562,0.25168896198042484,0.2150434001059993,275.6500878436491,611.8657415602356,0.8709299999999996,16.08679769952918,35.65421668799872,-180.70419766603771,-1.8896526957297028,-2.525754917579852,-2.0546784753101215,1.1490699457061786,0.10022896901472013,0.4667323620864241,9.188336261454971,3.1474575183139697,-17.36735428459923
Breyvil Knotts,AAA,OTT,LF,100,28,77,73,66,65,49,55,61,68,74,53,48,48,56,0,$343K  343000,Ottawa Otters,6868,0.2598582387960183,0.32629413871133006,0.4401948652402102,538.780109256506,968.9136122018099,0.9720433333333328,94.86862395394614,91.15134973170056,-9.42459823660293,2.4268788887790524,0.5207760363788215,1.2087822951169926,0.0,0.09877424294944394,0.7664890039515402,17.959336975216868,-4.984123519556635,0.7243028684771172
Bridger Dispenza,AAA,OTT,C,100,26,69,57,53,52,28,33,62,62,33,27,44,69,71,86,$55K  54500,Ottawa Otters,6868,0.23831368550778442,0.30734103558961745,0.352282162157844,384.733161220327,772.181997936219,0.9901199999999997,67.58964499754852,70.75287669292668,-47.27092975156529,-4.8352684549633835,-0.4588341608701381,3.0223105610680236,4.171731196553432,0.0996476727811434,0.6596231977474615,12.824438707344235,3.9721296190134723,-3.2542302420558213
Buddy Ryal,LoA,OTT,CF,100,22,86,65,23,23,30,32,55,52,66,67,60,53,41,13,$27K  26250,Ottawa Otters,6868,0.22954413980668553,0.29364600286578935,0.2835833425039319,462.0104669947177,911.5014326237142,0.8244999999999996,46.14365394977407,66.50094176095814,-64.12350028389287,-1.532253239937613,0.27281221793048044,-0.0798668497449293,0.0,0.09929150199576288,0.5772293453697213,15.400348899823923,1.5629311258980012,-4.915751083798364
Bunny Alston,AA,OTT,C,100,26,87,72,59,58,49,40,36,34,28,30,30,50,57,52,$38K  37500,Ottawa Otters,6868,0.2464117177723516,0.29769260484131993,0.3850300648611228,477.3644889332354,964.9650847632438,0.7986400000000002,72.2238021430026,76.27411800471852,-31.760124225115067,-5.292805559146267,0.23586918119667127,0.07143163260646619,0.6412672834037046,0.09893808379245929,0.6827226697024427,15.912149631107846,4.963812164419979,-1.6232726835153783
Charles Ramsey,AA,OTT,LF,100,25,85,89,49,35,19,51,42,66,84,61,41,43,43,0,$55K  54500,Ottawa Otters,6868,0.24279527022213993,0.29910443921369473,0.34419336768371384,512.5182693284005,974.5710279662162,0.8405499999999998,63.184545387856396,66.94842518127335,-86.33793278477648,4.372150752501721,0.7195085679438997,0.18413063504481395,0.0,0.09919824303477544,0.6432978068974086,17.083942310946682,-5.013225452501112,-7.026146368362819
Clarence Jefferson,ML,OTT,CF,100,32,78,51,79,79,67,49,62,63,80,79,68,53,58,17,$6.1M  6137500,Ottawa Otters,6868,0.26258644670161885,0.32873819752985983,0.4781390872776422,555.520719723776,1006.763916246593,0.9816339999999997,105.00332227051744,97.74429254475491,12.268897521334369,3.073455304231139,2.1181627100608402,1.9100459237835348,0.0,0.09833031950227923,0.8068772848075021,18.517357324125868,1.7262755765545148,3.779214958871295
Clinton Williams,ML,OTT,RF,100,29,75,68,60,84,57,55,62,59,47,66,64,51,55,1,$4.1M  4070000,Ottawa Otters,6868,0.2591333103329734,0.32346000254137064,0.47646874941179496,534.3477066177875,982.8293177951127,0.9717199999999999,101.35788517636733,87.10871434237592,-1.6328250225072178,-5.056028882161845,1.3609796342978155,1.5834595943587604,0.0,0.09888426992227796,0.7999287519531656,17.811590220592915,-5.05570636725881,0.7710907861808699
Cozy Ardoin,ML,OTT,RF,100,26,79,66,67,64,70,69,69,52,85,53,41,78,55,2,$415K  415000,Ottawa Otters,6868,0.2757932420013617,0.3472883926562852,0.465190536313839,563.8236562684178,969.3172626234591,0.9613700000000001,108.5783839618603,93.07169358472393,-6.9617965483012645,2.493797582012749,0.5093061901383712,0.9792011066299366,0.0,0.09949085435772322,0.8124789289701242,18.79412187561393,-4.986199910614502,1.0400617469428366
Craig Buchter,HiA,OTT,1B,100,21,78,70,55,22,16,52,45,68,74,52,38,59,54,10,$27K  26250,Ottawa Otters,6868,0.2453850945817098,0.30499183116693146,0.31049279031204496,461.124049779959,864.7444748897105,0.9411700000000003,58.460788356017055,65.80326514107345,-60.58017534558438,2.210936870953163,0.3180510698365762,0.528690294024155,0.0,0.09936163434002555,0.6154846214789764,15.370801659331967,-7.413790079644294,-5.027748255686422
Danny Polcovich,AAA,OTT,2B,100,22,91,63,65,58,60,42,42,50,79,68,66,59,53,9,$55K  54500,Ottawa Otters,6868,0.2508366142588435,0.30488437035079113,0.4072643917684177,561.2981142736971,1061.5178594142199,0.9272624999999999,80.34048778010087,80.72008427659573,-33.635596071151554,1.1680475733713225,1.2045224988428835,1.1607683861407094,0.0,0.09866047236545018,0.7121487621192089,18.70993714245657,1.820160938638923,-1.0861788873276539
Danny Radmanovich,AAA,OTT,LF,100,28,80,61,29,83,63,53,49,86,86,57,35,54,40,16,$3.8M  3800000,Ottawa Otters,6868,0.25154204481070885,0.30747556083736505,0.4807572415384551,517.9948068950325,931.9788300655782,0.7041429999999999,96.1200779116994,97.37698316515569,-1.860858139546985,8.363713176213595,1.9304581892071895,0.9432149471784542,0.0,0.09999675333500381,0.7882328023758202,17.26649356316775,-4.794129784287954,2.007573589012526
Davey Ibanez,LoA,OTT,SS,100,23,93,61,44,44,38,40,50,55,16,66,59,66,55,6,$27K  26250,Ottawa Otters,6868,0.24137745721911957,0.3006662564056122,0.33543110713001395,498.02205130271614,994.1474536191672,0.9063699999999999,61.191414294000914,73.4686514342777,-43.347879789889525,-4.810559287743109,1.0083941967393881,1.4695576466395817,0.0,0.09947873850586365,0.6360973635356262,16.60073504342387,5.113927230551271,-2.5171448409596726
David Huff,AA,OTT,3B,100,22,91,85,35,45,52,45,48,42,44,58,48,69,49,0,$38K  37500,Ottawa Otters,6868,0.2445192227193279,0.30228365976641824,0.35537261132541065,517.7302201064304,1000.577372694388,0.9150699999999997,66.3039852063453,71.17565636170838,-41.51929234642628,-4.868183690769239,0.4742546580672649,0.5653040184818056,0.0,0.09975186452328234,0.6576562710918289,17.257674003547677,1.7156676486529288,-2.7060864012590677
David Wayne,AA,OTT,RF,100,22,68,90,62,44,50,47,62,37,12,13,17,52,50,44,$38K  37500,Ottawa Otters,6868,0.2579990323882573,0.32753561354964733,0.36311695710468633,426.84571375418454,812.3755441177636,0.6162860000000001,76.53359356422929,75.24200129925056,-34.67669153516853,-5.047010239835777,-0.12713329406561705,-2.2587423354813634,-1.6359420886211837,0.09966066612804315,0.6906525706543336,14.228190458472818,-4.178886543815657,-3.2185326233506806
Delino Romero,HiA,OTT,1B,100,27,87,74,10,74,23,11,39,31,30,40,35,48,42,4,$38K  37500,Ottawa Otters,6868,0.21309867944107347,0.2672052473535812,0.3842076640872406,443.4851678982377,901.9159261556342,0.7909333333333332,57.666334221598426,72.95219284169328,-52.08879110418636,-3.4744420434849266,-1.8681883268843866,-2.0518547088119483,0.0,0.0992854299253715,0.6514129114408218,14.782838929941258,-7.7324753614166175,-5.096404979701522
Deven Moreno,AAA,OTT,RF,100,24,87,98,18,69,23,36,73,48,8,55,42,59,55,10,$55K  54500,Ottawa Otters,6868,0.23138711397632183,0.30527390916855623,0.38346962721155353,481.58242434449494,964.7717555239797,0.8921299999999996,71.45315609970616,82.18141154559503,-19.508465210943132,-3.981563057947582,0.7021918281851486,1.5850606588677074,0.0,0.09990503716806888,0.6887435363801098,16.052747478149833,-4.962817672448455,-1.0900447554646437
Dick McEwing,LoA,OTT,1B,100,22,74,92,16,29,26,12,28,38,61,44,25,53,36,3,$27K  26250,Ottawa Otters,6868,0.21332315077821573,0.2633977750371733,0.28354342771151647,385.0803518826142,763.9532338958234,0.6318399999999997,34.95153868948595,46.41172293834146,-147.06504847804408,-1.6933741612482527,-3.802019754211943,-5.704532694110003,-0.5840305346582002,0.09972715622978758,0.5469412027486897,12.836011729420473,-6.549667643139774,-14.93468084854092
Dicky Sadowski,LoA,OTT,C,100,22,93,66,43,34,30,24,47,21,30,4,18,61,45,47,$27K  26250,Ottawa Otters,6868,0.23578678855650864,0.2984232994725874,0.3102712514600944,448.75041675474495,904.6941114570946,0.6959566666666663,53.44771330261623,64.02360837406043,-100.38613230475549,-4.9160043052385705,-1.1174417237379681,-4.221435323654914,-2.019748789075378,0.09950115143845796,0.6086945509326818,14.958347225158164,4.653776293503572,-9.062150736248324
Drew Knight,ML,OTT,RF,100,27,83,99,85,94,84,80,91,50,52,71,49,73,59,3,$8.8M  8750000,Ottawa Otters,6868,0.2911001389501208,0.3739977957043378,0.5479900267610657,641.9443972539157,1127.559125162661,0.9720649999999993,136.36494144022484,133.58329142415442,126.85439345646975,-6.072047007257033,2.6316053121492113,2.022602026212205,0.0,0.09953752470727086,0.9219878224654035,21.398146575130525,-5.8002012611247995,13.949590491122837
Elmer Bandy,HiA,OTT,LF,100,25,89,72,60,19,31,24,50,75,78,55,41,44,42,17,$27K  26250,Ottawa Otters,6868,0.23694225571757632,0.3015634723305025,0.2891400466630793,491.5074296100065,942.7972320728004,0.865685,51.13411905318984,67.57956807578117,-72.02105714455494,4.465177643871528,0.6032621798962878,0.03589947091071809,0.0,0.09907581458508975,0.5907035189935819,16.383580987000215,-4.849780000374488,-5.642831948317433
Felipe Espinoza,ML,OTT,C,100,26,80,77,81,79,77,60,85,65,12,1,27,67,62,66,$5.4M  5400000,Ottawa Otters,6868,0.2812645585428262,0.3619967493204728,0.476823309847632,531.9021877478808,972.5631587635726,0.9825299999999999,114.5731748636977,104.2138673062656,54.102629442529484,-5.513856217237998,0.16655647065068047,0.0062886127583427895,-0.8407878430197075,0.10009552281524993,0.8388200591681048,17.73007292492936,5.002896907220023,7.189133153898721
Felipe Hernandez,ML,OTT,2B,100,30,87,83,70,38,75,76,48,65,63,73,72,52,60,7,$5.6M  5600000,Ottawa Otters,6868,0.2720791944723082,0.32576134596986817,0.37870694749795397,583.0057912357152,1101.1926380153745,0.9581233333333324,82.89302237622228,80.62717985070586,-21.704619720409035,-1.6319767492355968,1.6105735156473198,1.5249182938194827,0.0,0.09881411422219134,0.7044682934678221,19.433526374523836,1.8881903944022196,-0.04938307860163202
Fred Potvin,HiA,OTT,3B,100,23,88,94,31,74,35,28,58,41,24,61,55,63,56,17,$27K  26250,Ottawa Otters,6868,0.22971128858098572,0.29391025987012737,0.39750347417579074,495.8044091425836,998.03964224644,0.9240849999999992,71.43617580358891,80.05613869744134,-25.45163794421736,-3.7514045363000545,-0.2584268234992187,-0.061005676818374606,0.0,0.09960070625646512,0.6914137340459181,16.526813638086118,1.7113162589959536,-1.1112993399772297
